id,name,now_cost,position,team,chance_of_playing_this_round,starts,total_points,news_added,form,expected_goal_involvements,cost_change_event_fall,direct_freekicks_order,goals_scored,form_rank_type,selected_by_percent,expected_assists,in_dreamteam,saves,value_season,creativity,expected_goals_per_90,bps,status,ep_next,expected_goal_involvements_per_90,selected_rank,web_name,penalties_saved,influence_rank_type,own_goals,cost_change_start_fall,creativity_rank_type,transfers_in_event,points_per_game_rank_type,chance_of_playing_next_round,transfers_out_event,event_points,threat_rank_type,expected_goals_conceded_per_90,transfers_out,now_cost_rank,penalties_missed,starts_per_90,expected_goals_conceded,influence,yellow_cards,expected_goals,value_form,ict_index_rank_type,clean_sheets,ep_this,transfers_in,minutes,expected_assists_per_90,news,bonus,goals_conceded,corners_and_indirect_freekicks_order,threat_rank,now_cost_rank_type,goals_conceded_per_90,points_per_game_rank,penalties_order,ict_index_rank,cost_change_event,cost_change_start,selected_rank_type,red_cards,form_rank,creativity_rank,threat,points_per_game,saves_per_90,ict_index,clean_sheets_per_90,influence_rank,assists,dreamteam_count
337,Elliot Thorpe,45,MID,Luton,0.0,0,0,2023-07-13T12:00:04.224388Z,0.0,0.00,0,,0,222,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,710,Thorpe,0,246,0,0,247,0,254,0.0,5,0,242,0.0,564,392,0,0.0,0.00,0.0,0,0.00,0.0,250,0,0.0,14,0,0.0,Joined Shrewsbury Town on a season-long loan,0,0,,612,228,0.0,639,,633,0,0,297,0,589,623,0.0,0.0,0.0,0.0,0.0,627,0,0
338,Jack Walton,40,GKP,Luton,0.0,0,0,2023-07-11T09:00:04.234257Z,0.0,0.00,0,,0,56,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,672,Walton,0,57,0,0,41,0,57,0.0,8,0,34,0.0,690,644,0,0.0,0.00,0.0,0,0.00,0.0,57,0,0.0,0,0,0.0,Joined Dundee United on a season-long loan - Expected back 01 Jul,0,0,,465,49,0.0,515,,511,0,0,81,0,438,489,0.0,0.0,0.0,0.0,0.0,504,0,0
339,Louie Watson,44,MID,Luton,0.0,0,0,2023-09-01T21:49:21.681463Z,0.0,0.00,0,,0,199,0.1,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,353,Watson,0,224,0,1,225,0,233,0.0,225,0,219,0.0,26411,521,0,0.0,0.00,0.0,0,0.00,0.0,229,0,0.0,3951,0,0.0,Season-long loan to Charlton,0,0,,568,290,0.0,604,,598,0,-1,110,0,548,582,0.0,0.0,0.0,0.0,0.0,591,0,0
340,Cauley Woodrow,44,FWD,Luton,0.0,0,7,2023-11-10T17:30:09.674003Z,0.2,1.05,0,,0,45,1.0,0.44,False,0,1.6,49.3,0.74,29,i,0.0,1.28,182,Woodrow,0,39,0,1,37,391,44,0.0,4503,0,45,1.95,101523,484,0,0.0,1.60,26.0,0,0.61,0.0,42,0,0.0,121341,74,0.54,Calf injury - Expected back 02 Dec,0,2,,249,89,2.43,377,3.0,324,0,-1,29,0,351,229,32.0,1.0,0.0,10.6,0.0,362,0,0
393,Teden Mengi,39,DEF,Luton,,5,9,,1.5,0.14,0,,0,61,1.1,0.03,False,0,2.3,3.4,0.02,65,a,1.0,0.03,172,Mengi,0,86,0,1,141,7213,106,,1694,2,96,2.13,41057,733,0,0.87,12.19,108.4,0,0.11,0.4,105,0,0.5,123215,515,0.01,,0,9,,298,233,1.57,322,,300,0,-1,67,0,203,386,18.0,1.3,0.0,13.1,0.0,210,0,0
553,Ryan Giles,43,DEF,Luton,,3,6,,0.5,0.41,0,,0,100,0.1,0.35,False,0,1.4,89.8,0.02,48,a,0.0,0.13,399,Giles,0,122,0,2,34,55,129,,125,1,99,2.37,15950,592,0,0.95,7.44,43.4,0,0.06,0.1,100,0,-0.5,8682,283,0.11,,0,8,2.0,304,150,2.54,370,,286,0,-2,155,0,303,146,17.0,1.0,0.0,15.1,0.0,319,0,0
575,Tom Lockyer,43,DEF,Luton,100.0,11,20,2023-09-28T17:00:09.592247Z,1.5,1.04,0,,1,63,0.2,0.21,False,0,4.7,35.7,0.08,135,a,1.0,0.1,293,Lockyer,0,25,1,2,85,555,86,100.0,543,1,27,2.25,20893,573,0,1.05,23.61,222.0,3,0.83,0.3,39,0,0.5,26241,945,0.02,,1,20,,156,133,1.9,265,,147,0,-2,114,0,205,272,70.0,1.8,0.0,32.8,0.0,77,1,0
582,Pelly Ruddock Mpanzu,47,MID,Luton,,5,16,,1.0,1.75,1,,0,122,0.0,1.31,False,0,3.4,61.3,0.08,48,a,0.5,0.31,541,Mpanzu,0,140,0,3,116,26,138,,50,1,123,2.33,5534,316,0,0.9,12.99,42.4,0,0.44,0.2,133,0,0.0,2561,502,0.23,,0,9,,234,206,1.61,303,,293,-1,-3,195,0,258,200,38.0,1.5,0.0,14.1,0.0,324,0,0
586,Tahith Chong,48,MID,Luton,,5,18,,2.5,1.08,0,,1,58,0.1,0.24,False,0,3.8,42.5,0.14,44,a,2.0,0.18,432,Chong,0,103,0,2,137,274,120,,179,1,77,2.15,14698,301,0,0.86,12.55,79.2,2,0.84,0.5,114,0,1.5,9380,525,0.04,,0,12,,126,198,2.06,272,,236,0,-2,141,0,116,250,91.0,1.8,0.0,20.9,0.0,256,0,0
602,Issa Kaboré,40,DEF,Luton,,9,23,,2.5,1.41,0,,0,27,6.0,1.19,False,0,5.8,144.2,0.03,108,a,2.0,0.17,69,Kaboré,0,67,0,0,15,10843,74,,5044,1,48,1.93,501074,686,0,1.04,16.65,135.6,4,0.22,0.6,40,0,1.5,525533,777,0.14,,3,14,,201,207,1.62,223,,151,0,0,25,0,112,78,48.0,2.1,0.0,32.7,0.0,166,2,0
614,Thomas Kaminski,45,GKP,Luton,,12,27,,2.8,0.02,0,,0,8,0.2,0.02,False,43,6.0,0.0,0.0,185,a,2.3,0.0,294,Kaminski,0,6,0,0,71,846,20,,305,3,66,2.11,25415,352,0,1.0,25.27,337.0,1,0.00,0.6,7,0,1.8,30312,1080,0.0,,1,22,,593,15,1.83,214,,137,0,0,42,0,104,606,0.0,2.2,3.58,33.7,0.0,15,0,0
630,Ross Barkley,49,MID,Luton,100.0,5,12,2023-09-16T23:30:07.302434Z,1.8,1.05,0,1.0,0,84,0.1,0.41,False,0,2.4,105.9,0.13,67,a,1.3,0.21,438,Barkley,0,110,0,1,87,201,128,100.0,137,2,102,2.14,17909,224,0,1.02,10.53,69.0,0,0.64,0.4,106,0,0.8,5917,443,0.08,,0,10,4.0,177,142,2.03,283,,215,0,-1,142,0,185,122,61.0,1.7,0.0,23.3,0.0,271,0,0
631,Jacob Brown,49,FWD,Luton,,7,18,,1.0,2.17,0,,0,31,0.1,0.32,False,0,3.7,73.7,0.29,33,a,0.5,0.34,361,Brown,0,36,0,1,20,297,38,,392,0,26,2.49,19718,258,0,1.1,15.80,44.0,2,1.85,0.2,32,0,0.0,20943,571,0.05,,0,14,,71,55,2.21,297,,207,0,-1,58,0,263,169,143.0,1.6,0.0,25.1,0.0,316,1,0
648,Aidan Francis-Clarke,40,DEF,Luton,0.0,0,0,2023-09-11T14:13:13.987409Z,0.0,0.00,0,,0,180,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,613,Francis-Clarke,0,214,0,0,211,0,210,0.0,16,0,204,0.0,1251,706,0,0.0,0.00,0.0,0,0.00,0.0,213,0,0.0,713,0,0.0,Season long loan to Dagenham and Redbridge,0,0,,517,222,0.0,566,,561,0,0,215,0,492,539,0.0,0.0,0.0,0.0,0.0,555,0,0
665,Tim Krul,44,GKP,Luton,,0,0,,0.0,0.00,0,,0,79,0.0,0.00,False,0,0.0,0.0,0.0,0,a,-0.5,0.0,531,Krul,0,80,0,1,66,68,80,,82,0,60,0.0,2165,472,0,0.0,0.00,0.0,0,0.00,0.0,80,0,-1.0,2096,0,0.0,,0,0,,543,22,0.0,582,,576,0,-1,70,0,521,559,0.0,0.0,0.0,0.0,0.0,570,0,0
682,Joseph Johnson,40,DEF,Luton,,0,0,,0.0,0.00,0,,0,183,0.0,0.00,False,0,0.0,0.0,0.0,0,a,-0.5,0.0,537,Johnson,0,217,0,0,214,130,213,,81,0,207,0.0,1692,709,0,0.0,0.00,0.0,0,0.00,0.0,216,0,-1.0,2943,0,0.0,,0,0,,520,225,0.0,569,,564,0,0,200,0,495,542,0.0,0.0,0.0,0.0,0.0,558,0,0
727,Andros Townsend,50,MID,Luton,,2,10,,2.5,0.37,0,,0,59,0.0,0.28,False,0,2.0,45.1,0.05,41,a,2.0,0.2,665,Townsend,0,156,0,0,133,120,83,,57,2,163,1.66,362,169,0,1.05,3.16,28.0,0,0.09,0.5,155,1,1.5,1185,171,0.15,,0,3,2.0,322,105,1.58,188,,340,0,0,269,0,117,242,15.0,2.5,0.0,8.8,0.53,357,1,0
729,Jayden Luker,45,MID,Luton,,0,0,,0.0,0.00,0,,0,262,0.0,0.00,False,0,0.0,0.0,0.0,0,a,-0.5,0.0,720,Luker,0,282,0,0,283,48,287,,24,0,280,0.0,128,468,0,0.0,0.00,0.0,0,0.00,0.0,286,0,-1.0,349,0,0.0,,0,0,,671,274,0.0,689,,688,0,0,303,0,649,678,0.0,0.0,0.0,0.0,0.0,682,0,0
734,Zack Nelson,45,MID,Luton,,0,0,,0.0,0.00,0,,0,259,0.0,0.00,False,0,0.0,0.0,0.0,0,a,-0.5,0.0,730,Nelson,0,279,0,0,280,53,284,,12,0,277,0.0,31,465,0,0.0,0.00,0.0,0,0.00,0.0,283,0,-1.0,151,0,0.0,,0,0,,668,271,0.0,686,,685,0,0,310,0,646,675,0.0,0.0,0.0,0.0,0.0,679,0,0
341,Manuel Akanji,49,DEF,Man City,100.0,9,36,2023-11-08T09:00:09.507801Z,3.2,1.05,0,,2,20,4.9,0.64,False,0,7.3,95.5,0.05,181,a,3.7,0.12,83,Akanji,0,23,0,1,27,24600,13,100.0,3434,6,39,1.0,947324,249,0,1.0,9.01,225.4,1,0.41,0.7,27,3,4.2,882909,810,0.07,,1,10,,181,32,1.11,62,,107,0,-1,32,1,83,135,60.0,4.0,0.0,38.0,0.33,73,0,0
342,Nathan Aké,50,DEF,Man City,100.0,6,32,2023-11-13T01:00:09.634159Z,2.5,1.43,0,,2,30,5.3,0.29,False,0,6.4,52.4,0.19,141,d,2.2,0.24,78,Aké,0,55,0,0,59,3819,24,75.0,27049,0,7,0.78,625393,177,0,0.98,4.80,148.0,0,1.14,0.5,41,1,3.5,613058,552,0.05,Knock - 75% chance of playing,2,6,,96,22,0.98,92,,153,0,0,29,0,118,220,126.0,3.6,0.0,32.6,0.16,149,0,0
343,Julián Álvarez,71,FWD,Man City,,12,66,,4.5,5.83,1,2.0,4,8,32.1,2.39,False,0,9.3,399.3,0.31,274,a,5.0,0.53,10,J.Alvarez,0,4,0,-6,1,32719,3,,88615,5,11,0.83,1613873,30,0,1.1,9.07,273.4,2,3.44,0.6,3,5,5.5,4165852,986,0.22,,11,9,2.0,25,12,0.82,13,3.0,10,-1,6,3,0,47,7,287.0,5.5,0.0,96.0,0.46,34,6,2
344,Bernardo Veiga de Carvalho e Silva,63,MID,Man City,100.0,8,49,2023-09-20T09:00:09.855543Z,7.5,3.61,0,,3,3,2.3,2.77,False,0,7.8,268.9,0.1,218,a,8.0,0.44,122,Bernardo,0,16,0,2,19,26685,8,100.0,4167,7,44,0.99,454542,54,0,0.99,7.97,252.2,2,0.84,1.2,24,2,8.5,209334,728,0.34,,8,9,,72,32,1.11,15,,34,0,-2,35,0,5,25,142.0,5.4,0.0,66.4,0.25,47,3,2
345,Oscar Bobb,44,MID,Man City,,0,10,,1.0,0.62,0,,0,117,0.1,0.62,False,0,2.3,44.3,0.0,39,a,1.5,1.07,486,Bobb,0,155,0,1,134,280,81,,272,0,182,0.62,5528,548,0,0.0,0.36,29.0,0,0.00,0.2,158,0,2.0,7107,52,1.07,,0,1,,361,305,1.73,184,,350,0,-1,165,0,248,243,8.0,2.5,0.0,8.1,0.0,354,2,0
346,João Cancelo,58,DEF,Man City,0.0,0,0,2023-09-01T21:47:31.722632Z,0.0,0.00,0,,0,236,1.1,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,168,Cancelo,0,241,0,2,241,0,240,0.0,662,0,241,0.0,269211,72,0,0.0,0.00,0.0,0,0.00,0.0,241,0,0.0,23685,0,0.0,Season-long loan to Barcelona,0,0,,734,5,0.0,733,,734,0,-2,66,0,724,734,0.0,0.0,0.0,0.0,0.0,734,0,0
347,Scott Carson,39,GKP,Man City,,0,0,,0.0,0.00,0,,0,26,0.1,0.00,False,0,0.0,0.0,0.0,0,a,0.5,0.0,424,Carson,0,28,0,1,9,110,28,,120,0,2,0.0,5235,710,0,0.0,0.00,0.0,0,0.00,0.0,28,0,1.0,5195,0,0.0,,0,0,,409,68,0.0,464,,459,0,-1,63,0,382,434,0.0,0.0,0.0,0.0,0.0,453,0,0
348,Shea Charles,45,MID,Man City,0.0,0,0,2023-07-11T09:00:10.230763Z,0.0,0.00,0,,0,236,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,741,Charles,0,259,0,0,260,0,266,0.0,0,0,255,0.0,36,422,0,0.0,0.00,0.0,0,0.00,0.0,263,0,0.0,0,0,0.0,Permanent Transfer to Southampton,0,0,,634,243,0.0,658,,654,0,0,319,0,611,644,0.0,0.0,0.0,0.0,0.0,648,0,0
349,Kevin De Bruyne,102,MID,Man City,0.0,1,1,2023-08-12T08:00:06.610027Z,0.0,0.18,0,1.0,0,321,1.6,0.16,False,0,0.1,18.8,0.08,4,i,0.0,0.73,142,De Bruyne,0,203,0,3,171,492,216,0.0,1147,0,206,0.41,1285629,4,0,4.09,0.10,2.4,0,0.02,0.0,195,0,0.0,11038,22,0.65,Hamstring injury - Expected back 16 Dec,0,0,1.0,408,2,0.0,435,4.0,421,0,-3,42,0,738,328,1.0,1.0,0.0,2.2,0.0,437,0,0
350,Rúben Gato Alves Dias,55,DEF,Man City,,9,27,,1.8,0.93,0,,0,59,7.4,0.56,False,0,4.9,51.3,0.04,152,a,2.3,0.1,52,Rúben,0,50,1,0,61,9186,56,,17319,0,30,1.01,565854,99,0,0.98,9.28,157.2,0,0.37,0.3,54,3,2.8,507438,825,0.06,,1,10,,161,7,1.09,171,,186,0,0,16,0,196,223,69.0,2.7,0.0,27.9,0.33,138,0,0
352,Ederson Santana de Moraes,55,GKP,Man City,,11,37,2023-11-15T11:30:09.319940Z,2.5,0.02,0,,0,12,17.0,0.02,False,19,6.7,10.0,0.0,192,d,2.2,0.0,16,Ederson M.,0,18,0,0,4,4258,11,75.0,29417,1,84,0.94,904099,95,0,1.0,10.35,191.4,2,0.00,0.5,18,4,3.5,877929,990,0.0,Foot injury - 75% chance of playing,0,11,,728,3,1.0,104,,250,0,0,2,0,120,367,0.0,3.4,1.73,19.9,0.36,107,0,0
353,Phil Foden,75,MID,Man City,,10,55,,4.2,4.67,0,,3,26,9.8,1.90,False,0,7.3,360.2,0.27,227,a,4.7,0.46,40,Foden,0,12,0,0,7,18818,22,,23374,2,14,1.03,1355450,20,0,0.98,10.57,269.8,1,2.77,0.6,8,4,5.2,1398250,920,0.19,,6,11,3.0,24,13,1.08,38,,11,0,0,14,0,52,11,299.0,4.6,0.0,93.1,0.39,37,3,0
354,Jack Grealish,72,MID,Man City,100.0,3,14,2023-09-06T09:30:07.230998Z,0.8,1.60,0,,0,143,1.6,1.05,False,0,1.9,130.9,0.15,61,a,1.3,0.44,138,Grealish,0,113,0,3,63,1084,111,100.0,2636,0,67,1.15,471872,26,0,0.83,4.15,66.0,3,0.55,0.1,82,2,1.8,74500,325,0.29,,2,3,4.0,108,15,0.83,249,,167,0,-3,40,0,296,88,109.0,2.0,0.0,30.6,0.55,279,1,0
355,Erling Haaland,140,FWD,Man City,100.0,12,96,2023-11-04T18:30:07.898730Z,10.2,13.56,0,3.0,13,1,83.2,0.94,True,0,6.9,171.6,1.11,375,a,10.7,1.19,1,Haaland,0,1,0,0,4,83026,1,100.0,9649,16,1,0.92,1345596,1,1,1.05,10.52,526.4,0,12.62,0.7,1,4,11.2,837964,1024,0.08,,14,11,,1,1,0.97,2,1.0,1,0,0,1,0,2,61,662.0,8.0,0.0,136.2,0.35,1,3,4
356,Mateo Kovačić,48,MID,Man City,100.0,6,17,2023-11-14T11:30:09.729876Z,1.0,1.29,0,,0,123,0.4,0.73,False,0,3.5,111.8,0.09,99,d,1.1,0.21,251,Kovačić,0,112,0,2,83,238,113,75.0,932,1,112,0.69,106649,284,0,0.96,4.27,67.6,2,0.56,0.2,109,3,2.0,37427,560,0.12,Muscle injury - 75% chance of playing,0,5,,204,184,0.8,258,,221,0,-2,82,0,259,116,47.0,1.9,0.0,22.6,0.48,277,0,0
357,Aymeric Laporte,49,DEF,Man City,0.0,0,1,2023-08-25T08:36:39.711991Z,0.0,0.12,0,,0,231,0.1,0.00,False,0,0.2,0.1,0.98,4,u,0.0,0.98,393,Laporte,0,146,0,1,156,0,137,0.0,82,0,103,0.57,33969,232,0,0.0,0.07,11.4,0,0.12,0.0,144,0,0.0,2340,11,0.0,Transferred to Al Nassr,0,0,,310,29,0.0,415,,408,0,-1,149,0,675,433,17.0,1.0,0.0,2.9,0.0,397,0,0
358,Rico Lewis,43,DEF,Man City,,2,15,,0.2,0.11,0,,0,115,0.3,0.11,False,0,3.5,10.5,0.0,56,a,0.7,0.06,273,R.Lewis,0,154,0,2,130,384,43,,992,0,129,0.56,69527,600,0,1.08,1.03,5.8,0,0.00,0.0,147,2,1.2,52392,166,0.06,,0,1,,368,155,0.54,130,,416,0,-2,107,0,347,362,6.0,3.0,0.0,2.3,1.08,423,0,0
359,Riyad Mahrez,75,MID,Man City,0.0,0,0,2023-07-31T07:05:47.120993Z,0.0,0.00,0,,0,320,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,524,Mahrez,0,321,0,0,321,0,321,0.0,14,0,321,0.0,5447,19,0,0.0,0.00,0.0,0,0.00,0.0,321,0,0.0,0,0,0.0,Permanent transfer to Al-Ahli,0,0,,741,12,0.0,740,,741,0,0,185,0,736,741,0.0,0.0,0.0,0.0,0.0,741,0,0
361,Stefan Ortega Moreno,39,GKP,Man City,,1,2,,0.5,0.00,0,,0,23,0.8,0.00,False,2,0.5,0.0,0.0,12,a,1.0,0.0,191,Ortega Moreno,0,26,0,1,14,1925,23,,1411,0,7,0.83,58734,716,0,1.0,0.83,18.6,0,0.00,0.1,26,0,1.5,64400,90,0.0,,0,1,,415,73,1.0,231,,424,0,-1,25,0,297,440,0.0,2.0,2.0,1.9,0.0,381,0,0
363,Máximo Perrone,44,MID,Man City,0.0,0,0,2023-08-25T08:39:41.545276Z,0.0,0.00,0,,0,212,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,664,Perrone,0,236,0,1,237,0,245,0.0,9,0,231,0.0,2190,550,0,0.0,0.00,0.0,0,0.00,0.0,241,0,0.0,332,0,0.0,Season-long loan to UD Las Palmas,0,0,,584,306,0.0,620,,614,0,-1,268,0,565,598,0.0,0.0,0.0,0.0,0.0,607,0,0
364,Kalvin Phillips,48,MID,Man City,,0,4,,0.2,0.14,0,,0,172,0.0,0.07,False,0,0.8,9.3,0.07,14,a,0.7,0.14,532,Phillips,0,172,0,2,186,51,195,,79,0,191,1.6,3869,288,0,0.0,1.58,16.2,0,0.07,0.0,188,0,1.2,1680,89,0.07,,0,2,,375,188,2.02,409,,405,0,-2,190,0,362,369,6.0,1.0,0.0,3.1,0.0,385,0,0
365,Rodrigo Hernandez,56,MID,Man City,100.0,10,45,2023-09-23T21:30:07.288023Z,4.8,3.20,0,,3,19,6.0,2.07,False,0,8.0,206.5,0.12,211,a,5.3,0.35,70,Rodrigo,0,10,0,-1,34,11895,24,100.0,5730,6,37,1.18,1151929,90,0,1.1,10.76,294.0,4,1.13,0.9,22,4,5.8,1172470,820,0.23,,5,8,,58,55,0.88,42,,32,0,1,22,1,41,44,171.0,4.5,0.0,67.2,0.44,27,3,1
366,Sergio Gómez,39,DEF,Man City,0.0,0,5,2023-11-04T21:00:08.878260Z,0.0,0.08,0,,0,126,1.0,0.08,False,0,1.3,14.6,0.0,17,d,0.2,0.48,175,Sergio Gómez,0,142,0,1,121,258,61,50.0,4593,0,136,0.12,112095,736,0,0.0,0.02,19.4,0,0.00,0.0,138,0,0.0,113739,15,0.48,Ankle injury - 50% chance of playing,0,0,,382,236,0.0,183,,389,0,-1,68,0,403,346,4.0,2.5,0.0,3.8,0.0,378,1,0
367,Zack Steffen,39,GKP,Man City,,0,0,,0.0,0.00,0,,0,33,0.2,0.00,False,0,0.0,0.0,0.0,0,a,0.5,0.0,306,Steffen,0,35,0,1,18,474,35,,421,0,11,0.0,11883,723,0,0.0,0.00,0.0,0,0.00,0.0,35,0,1.0,16285,0,0.0,,0,0,,422,77,0.0,475,,470,0,-1,46,0,393,447,0.0,0.0,0.0,0.0,0.0,464,0,0
368,John Stones,53,DEF,Man City,0.0,3,15,2023-11-08T09:00:09.561253Z,3.5,0.06,0,,0,18,3.1,0.06,False,0,2.8,44.0,0.0,70,i,0.0,0.02,105,Stones,0,137,0,2,72,149,20,0.0,16027,0,133,0.78,2175359,133,0,1.05,2.23,28.8,0,0.00,0.7,127,2,0.0,84086,256,0.02,Muscle injury - Unknown return date,0,2,,377,11,0.7,77,,352,0,-2,45,0,75,245,6.0,3.8,0.0,7.9,0.7,355,0,0
369,Kyle Walker,53,DEF,Man City,,12,43,,3.0,1.22,0,,0,24,16.5,1.06,False,0,8.1,218.1,0.01,231,a,3.5,0.1,18,Walker,0,58,0,-3,7,21989,25,,38618,0,56,0.93,744905,131,0,1.0,11.18,144.8,1,0.16,0.6,23,4,4.0,1817418,1080,0.09,,4,12,,213,10,1.0,93,,98,0,3,6,0,97,40,45.0,3.6,0.0,40.8,0.33,154,1,0
566,Matheus Luiz Nunes,49,MID,Man City,100.0,4,11,2023-11-16T15:00:10.183986Z,0.2,0.49,0,,0,176,0.1,0.44,False,0,2.2,78.8,0.01,53,d,0.5,0.11,380,Matheus N.,0,106,0,1,105,83,137,75.0,437,0,144,1.28,33079,268,0,0.95,5.37,73.8,0,0.05,0.0,122,1,1.2,20835,379,0.1,Muscle injury - 75% chance of playing,0,8,,281,171,1.9,298,,267,0,-1,123,1,367,163,22.0,1.6,0.0,17.4,0.24,263,1,0
616,Joško Gvardiol,50,DEF,Man City,,8,27,,2.0,0.75,0,,0,49,4.3,0.53,False,0,5.4,104.8,0.03,155,a,2.5,0.1,87,Gvardiol,0,62,0,0,22,4681,45,,12646,0,45,1.02,506792,210,0,0.98,8.29,139.6,1,0.22,0.4,47,3,3.0,544383,731,0.07,,1,8,,196,27,0.98,138,,171,0,0,34,0,163,124,51.0,3.0,0.0,29.6,0.37,161,0,0
678,Jérémy Doku,67,MID,Man City,,7,43,,7.2,2.39,-1,,2,4,7.2,1.78,False,0,6.4,200.8,0.1,178,a,7.7,0.39,56,Doku,0,20,0,-2,37,76405,19,,40553,0,20,0.92,238734,43,0,1.14,5.66,242.4,2,0.61,1.1,21,0,8.2,943776,552,0.29,,6,9,,34,26,1.47,30,,30,1,2,19,0,6,47,233.0,4.8,0.0,67.7,0.0,56,5,1
209,Mason Mount,68,MID,Man Utd,100.0,4,12,2023-08-22T20:00:06.396065Z,1.0,0.52,0,,0,130,0.9,0.32,False,0,1.8,86.3,0.05,51,a,1.5,0.12,185,Mount,0,129,0,2,101,344,146,100.0,904,1,119,1.57,271095,36,0,0.91,6.92,53.0,1,0.20,0.1,120,1,2.0,23799,397,0.07,,0,6,4.0,226,20,1.36,312,,264,0,-2,61,0,271,153,40.0,1.5,0.0,18.0,0.23,300,0,0
370,Alex Telles,45,DEF,Man Utd,0.0,0,0,2023-07-24T09:56:30.018038Z,0.0,0.00,0,,0,219,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,699,Alex Telles,0,234,0,0,234,0,232,0.0,6,0,232,0.0,689,366,0,0.0,0.00,0.0,0,0.00,0.0,234,0,0.0,0,0,0.0,Permanent transfer to Al Nassr,0,0,,600,60,0.0,628,,622,0,0,235,0,576,612,0.0,0.0,0.0,0.0,0.0,616,0,0
371,Amad Diallo,44,MID,Man Utd,0.0,0,0,2023-08-07T17:30:06.162100Z,0.0,0.00,0,,0,215,0.0,0.00,False,0,0.0,0.0,0.0,0,i,0.0,0.0,594,Amad,0,239,0,1,241,41,248,0.0,41,0,235,0.0,3394,557,0,0.0,0.00,0.0,0,0.00,0.0,244,0,0.0,767,0,0.0,Knee injury - Unknown return date,0,0,,589,311,0.0,623,,617,0,-1,226,0,569,603,0.0,0.0,0.0,0.0,0.0,610,0,0
372,Antony Matheus dos Santos,68,MID,Man Utd,100.0,6,15,2023-09-11T09:00:09.278158Z,1.5,1.63,0,,0,106,0.6,0.79,False,0,2.2,122.1,0.16,56,a,2.0,0.31,219,Antony,0,136,0,2,74,306,133,100.0,613,1,76,1.48,104018,39,0,1.11,8.01,44.8,2,0.84,0.2,100,2,2.5,21127,486,0.15,,0,5,,124,23,0.93,288,,201,0,-2,71,0,224,102,92.0,1.7,0.0,25.7,0.37,312,0,0
373,Bruno Borges Fernandes,83,MID,Man Utd,,12,55,,5.5,7.02,0,1.0,3,12,15.2,3.61,False,0,6.6,483.8,0.28,218,a,6.0,0.58,21,B.Fernandes,0,4,0,2,1,24453,23,,36207,3,17,1.59,2205259,9,0,1.0,19.10,343.8,4,3.41,0.7,4,4,6.5,1140421,1080,0.3,,10,16,2.0,31,6,1.33,40,1.0,6,0,-2,8,0,22,2,257.0,4.6,0.0,108.4,0.33,10,2,2
374,Brandon Williams,40,DEF,Man Utd,0.0,0,0,2023-08-25T08:38:04.574841Z,0.0,0.00,0,,0,151,0.1,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,446,B.Williams,0,186,0,0,184,0,182,0.0,66,0,175,0.0,11866,654,0,0.0,0.00,0.0,0,0.00,0.0,186,0,0.0,1224,0,0.0,Season-long loan to Ipswich Town,0,0,,473,185,0.0,523,,519,0,0,172,0,448,497,0.0,0.0,0.0,0.0,0.0,512,0,0
375,Eric Bailly,40,DEF,Man Utd,0.0,0,0,2023-09-06T09:24:44.178755Z,0.0,0.00,0,,0,141,0.1,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,403,Bailly,0,178,0,0,176,0,174,0.0,112,0,167,0.0,15293,640,0,0.0,0.00,0.0,0,0.00,0.0,178,0,0.0,2895,0,0.0,Permanent transfer to Süper Lig club Beşiktaş,0,0,,461,175,0.0,511,,507,0,0,157,0,434,485,0.0,0.0,0.0,0.0,0.0,500,0,0
376,Carlos Henrique Casimiro,54,MID,Man Utd,0.0,8,21,2023-11-02T11:00:08.456584Z,0.0,2.32,0,,1,309,2.3,0.41,False,0,3.9,112.6,0.27,94,i,0.0,0.33,121,Casemiro,0,51,0,1,81,58,77,0.0,8668,0,62,1.52,414750,111,0,1.11,10.94,167.2,1,1.91,0.0,61,2,0.0,141444,648,0.06,Hamstring injury - Expected back 14 Jan,0,11,,101,68,1.53,178,,100,0,-1,34,0,714,114,123.0,2.6,0.0,40.3,0.28,128,0,0
377,Diogo Dalot Teixeira,50,DEF,Man Utd,,10,38,,6.0,1.43,0,,1,4,3.7,1.03,False,0,7.6,212.1,0.04,206,a,6.5,0.14,93,Dalot,0,28,0,0,8,26448,29,,5237,6,34,1.52,210346,195,0,0.97,15.58,209.4,2,0.40,1.2,12,3,7.0,371791,924,0.1,,5,15,,169,24,1.46,97,,71,0,0,38,0,15,42,64.0,3.5,0.0,48.6,0.29,86,0,1
